movie_id,movie_name,year,runtime,genre,rating,description,director,star
tt26520259,Invisible Hacker,2023,150 min,"Action, Sci-Fi",10,"""Invisible Hacker"" is an action-packed thriller about two skilled hackers, Ricky Riyaf and Juwel Chowdhury, who find themselves on opposite sides of the law. Ricky, a former black hat ...                See full summary »",Juwel Chowdhury,"Juwel Chowdhury, 
Ricky Riyaf"
tt22941072,An Example of Teenage Boredom: The Movie,2022,46 min,"Action, Comedy, Western",10,"It's the time of the Wild West. No. It's the time of the late 80s. Uh. It's the time of the Present Time. Nope. Hold on. Thunder and Laughter. No. Stairs. Walking. And more stairs. No. Grass. Sky. An-Old-Man-Near-A-Tree. Oh, it's done.","Lachlan Mlinaric, 
Russell Stanley","William Cherry, 
Isaac Hutchins, 
Lily Hutchins, 
John Mlinaric"
tt5873376,Love Mein,2022,60 min,"Action, Romance",10,This is 2016's love story where the only daughter of multi-millionaire businessman is in deep love with son of his co-worker. Would her father accept the relationship or not?,Kumud Pant,"Kumud Pant, 
Pooja Kimaya, 
Atul Sharma, 
Bharat Mistri"
tt12585100,Low Heat,2021,48 min,"Action, Comedy, Drama",9.9,The foul mouth quick quipping Jamal becomes involved with two greedy drug dealers in a drug deal that's gone completely off track. Jamal becomes captured alongside an unlikely ally. The ...                See full summary »,John Carroll DeShazier,"Clinton D. Walker, 
Dustin Bennett, 
Ricardo Randall, 
Warren Franks"
tt14402742,The Shoonyah: Chapter 1 - Blow of the War Horns,2021,,Action,9.8,"This epic fantasy fiction portrays Indian martial art form Kalarippayattu at it's best. The magnificent journey of a martial art prodigy from a young aspiring boy to a legendary warrior, ...                See full summary »",Deepak S.V.,"Siddharth Nigam, 
Nithish, 
Deep Joshi"
tt0478554,Angelito San Miguel at Ang Mga Batang City Jail,1991,107 min,"Action, Crime, Drama",9.8,Angelito leads a group of young ex-convicts who will risk going back to prison in order to fight a notorious syndicate.,Deo Fajardo Jr.,"Raymart Santiago, 
Keempee de Leon, 
Kier Legaspi, 
Joko Diaz"
tt5298592,Hangga't may hininga,1964,,Action,9.8,Three fighting brothers in blood out to kill their own father.,Jose Miranda Cruz,"Vic Andaya, 
Joji Crespo, 
Cleng-Cleng Diaz, 
Bella Flores"
tt21482466,The Key of Baku,2022,90 min,Action,9.8,Add a Plot,Zaur Tahirsoy,"Niza Ahmad, 
Anar Ali, 
Ibrahim Alizade, 
Urfan Cabbarli"
tt22900276,Masand,2022,132 min,Action,9.7,"Based on true events, the film revolves around Masands who committed crimes during 1980 to 2010 in Punjab. They burnt families alive, raped and killed innocent children. Their rising terror spoiled the atmosphere in Punjab.","Vikrant Sidhu, 
Jagtar Singh Jagga","Rabbi Kandola, 
Nishawn Bhullar, 
Amrinder Billing, 
Simran Dhiman"
tt18362762,Shiba King: Assassination,2022,96 min,"Action, Comedy, Mystery",9.7,"A dark comedy, murder mystery, and virtual odyssey following Detective Burgers and MonsterMutt trying to solve the assassination of the king of the Shibas, Pikapetey.","Evan Carter, 
Matt Sullivan","Talothefox, 
Monstermutt, 
BleuSomme, 
Tailled"
tt21114222,Prince of Eurasia,2022,60 min,"Action, Biography, History",9.7,"Rare historical biography of Prince Oak Oakleyski was encapsulated in this movie. Filming mainly in Uzbekistan, the original homeland of royal ancestry of Prince Oak Oakleyski. Some dust-up actions were brought into play for zest.","I. Kolyada, 
Prince Oak Oakleyski","Nadezhda Borimskaya, 
Eldar Mahyanov, 
Batyrkhan Abayevich Malikov, 
Anastasia Marusenko"
tt15891060,Thorn in the Center of the Heart (Sin Lai Guh Ling Bang Do),2021,82 min,Action,9.7,"Khan Pi is a father, retired from military special operations, and struggling to pay medical bills since the death of his wife. Offered a chance to get rich, Khan Pi has to decide whether to care for his family or maintain his integrity.",Thang Mung,"Anthony Tucker Amirante, 
Nuam Boih, 
Emily Buckner, 
Shawn Christopher"
tt16161958,Agent Big Bones: Who Killed Jason Bones?,2021,,Action,9.7,Add a Plot,Vikram Benipal,"Vikram Benipal, 
Harshal Brahmbhatt, 
Jason Buyers, 
James Zhao Lu"
tt0444194,"Isa para sa lahat, lahat para sa isa",1979,117 min,Action,9.6,Add a Plot,Armando A. Herrera,"Fernando Poe Jr., 
Andy Poe, 
Conrad Poe, 
Frederick Poe"
tt9795588,The Bed-Sitting Room,2016,60 min,"Action, Drama, War",9.6,This is a BBC radio play based on the John Antrobus surreal post apocalyptic stage play. Made into a film in 1969.,Sam Michell,"John Antrobus, 
Sean Baker, 
Bernard Cribbins, 
Derek Jacobi"
tt22462224,Lakhey,2022,135 min,"Action, Thriller",9.6,"Sameer Maharjan, born in a family Lakhey, is a bank manager. He regards Lakhey as Lord Indra and the protector of the community. His professional and family life is ruined as he gets ...                See full summary »",Samrat Basnet,"Aaryan Adhikari, 
Rakshya Budhathoki, 
Saugat Malla, 
Nutan"
tt11603230,La Muerte De Un Federal,2019,97 min,"Crime, Adventure, Action",9.6,Add a Plot,Alonso O. Lara,"Jesus Esparza, 
Luis Huizar, 
Vianey Huizar, 
Jesus Heredia"
tt21137258,Aye Bujji Neeku Nene,2022,127 min,"Action, Comedy, Drama",9.6,"The movie revolves around a go-lucky boy Uday, who lives with his mother and loves her very much. Life turns apart when his mother asks him to love a girl and bring her as her daughter-in- ...                See full summary »",Satish Merugu,"Satish Merugu, 
Hritika Singh, 
Abhinav Singh Raghav, 
Kondaveeti Hari Prasad"
tt20224106,Shura no sekai,2022,110 min,Action,9.6,"A yakuza movie starring Koji Matoba, depicting the lives of men left behind in the times. At the Yokohama-based Ninkyo Yamaguchi-gumi, the drug business is legal according to the teachings ...                See full summary »",Kenichi Fujiwara,"Tsunenori Aoki, 
Koji Matoba, 
Tetsuji Sakakibara"
tt15461346,King B.'s ROOST the Sequel,2010,,"Action, Crime",9.6,"The Gang is back well, at least the Mob is. Follow Alex ""Candyman"" Sims as he tries to navigate the Chicago Mob and escape with his life.",King B.,"King B., 
Ron Cooper, 
Tommie Lee Moore, 
Leon Rogers"
tt23855250,Shambho Shiva Shankara,2022,,"Action, Thriller",9.6,"Three boys, Shambhu Shiva Shankar, who have been sentenced as juvenile delinquents, come out of jail and live their lives by doing small jobs without knowing what to do next.",Shankar Konamanahalli,"Shashi Kumar, 
Sonal Monteiro, 
Rakshak Naidu, 
Rohith M Nanjundaswamy"
tt3069042,The Knight Squad,2014,,Action,9.6,"The Russian and Korean mafias begin a bloody fued after a russian informant discovers a dark korean secret. Daniel and Robert become victims in this fued, causing them to take retribution ...                See full summary »",David Noble,"Yong Ho Nam, 
Johnny Vieira, 
Brian Forbes, 
Sun Kim"
tt12230756,Detective Inspector,2022,75 min,"Action, Comedy, Crime",9.5,"After the events of The Arsonist (2020), Detective Constable Price (George Everett-Button) and Detective Inspector Newman (Toby Haycock) team up to defend the city from corruption.",Morgan O'Callaghan,"George Everett-Button, 
Toby Haycock, 
Tom Bryer, 
Matthew Hoad"
tt21154238,Young Heroes of Chaotic Time,2022,90 min,Action,9.5,"This story is set in Shanghai in the late Qing Dynasty and talks about a young man, Chen Zhen, who rises to become a national hero after enduring hardships and overcoming challenges in life.",Shuanbao Wang,"Tang Chang, 
Ka-Yan Leung, 
Dmitriy Shcherbynskyi, 
Xiaosong Shi"
tt2355909,The Return of Uncle Benon,2011,75 min,Action,9.5,Gladwell becomes Madwell and has some badwell guys :),Nabwana I.G.G.,"Bukenya Charles, 
Lutalo, 
Sserunya Ernest, 
Kizza Manshoor"
tt2430004,The Chronicles of Snakeblade,2019,,Action,9.5,"In a future where the terrorists have obtained more and more power, the master Ninja Snakeblade and his allied soldiers must fight the dooming threat before the entire world is left in ashes.","Oliver Jensen, 
Jani Jokinen","Nathalie Merchant, 
Åsa Älmeby Thorne, 
Henrik Pettersson, 
Elin Gustafsson"
tt14051362,Raka,2021,118 min,Action,9.5,Ramakant alias RAKA has built up his anti-social empire with the looted money from the poor people of West Bengal.,Dhananjay Mukherjee,"Ujjwal Ank, 
Laltu Bagdi, 
Palash Chatterjee, 
Dharam Das"
tt23781508,Manjakuruvi,2022,128 min,Action,9.5,Add a Plot,Arangan Chinnathambi,"Kishore Kumar G., 
'Ganja' Karuppu, 
Neeraja, 
Neeraja"
tt0380452,Isa lang ang dapat mahalin,1997,,"Action, Drama, Romance",9.5,"Vina (Maricel Morales) is a successful lawyer with a happy family life. Her life changes when her car hits Rex (Richard Bonnin), a former criminal waiting to start a new life with his girlfriend.",Erwin T. Lanado,"Maricel Morales, 
Richard Bonnin, 
Daniel Fernando, 
Ursula Ortiz"
tt6413274,Swarajya,2011,143 min,Action,9.5,Ram Patahre struggles to get finance for his business as everyone believes that Maharashtrian's cant do business.He also feels bad for Marathi people who are facing lot of problems and not ...                See full summary »,"Vihar Ghag, 
Vishal","Rajan Bane, 
Jaiwant Bhalekar, 
Ila Bhate, 
Chaitanya Chandratre"
tt11237874,Roadkill,2022,93 min,"Action, Drama, Thriller",9.4,A thief operating along the highways of rural Australia gets caught in the crossfires of an ongoing police investigation after he mugs a serial killer.,Alexander Whitrow,"Alexander Whitrow, 
Robert Bell, 
Sarah Milde, 
Edward Boyd"
tt20496152,Rupayi,2023,139 min,"Action, Comedy, Drama",9.4,This movie Story rotates between relationships and neediness of money. In story line there are five major characters who fights between money and life. The script is filled with humorous ...                See full summary »,Vijay Jagadal,"Vijay Jagadal, 
Krishi Thapanda, 
Pramod Shetty, 
Shankar Murthy"
tt19514306,Moori,2022,110 min,"Action, Drama, Family",9.4,Add a Plot,Anitta Augustine,"Fridol Mekkunnel, 
Seema G. Nair, 
Thapasya Renjith, 
Sajith Thoppil"
tt5128282,Revenge Strategy,2016,95 min,"Action, Crime, Mystery",9.4,A father who has tragically lost his daughter joins forces with a betrayed terrorist to settle a score before the spiral of revenge reaches them.,CarlitosChance,"Alejandro Aguilar, 
Elizabeth Cervantes, 
Lara Corrochano, 
Elkin Díaz"
tt21417736,Kamen Rider Geats × Revice: Movie Battle Royale,2022,,"Action, Fantasy",9.4,Add a Plot,Takayuki Shibasaki,"Kokoro Aoshima, 
Yui Asakura, 
Kurara Emi, 
Claud Hachijoin"
tt8714784,Turning Mecard W: The Secret of Van dine - Special Edition,2018,76 min,"Animation, Action, Adventure",9.4,"Birth of powerful mechanimals. The destiny depends upon this battle. Nachan and his friends were spending peaceful days when Dr.Franklin call out them to Triforce. Nachan, Isobel and ...                See full summary »",Heon Pyo Hong,So Yeon
tt13575904,The Bond - A Jaron Ikner Film,2022,,Action,9.4,Two estranged brothers must fight their way through a pandemic stricken city in an attempt to save their mother and themselves.,Jaron Ikner,"Jasmine Berber, 
Ashe Bridges, 
David Burbey, 
Justin Cornea"
tt21198540,Maa Nanna Naxalite,2022,120 min,"Action, Drama",9.4,"It is an emotional journey of an aging Naxalite leader Kondarudra Seetharamayya, who wants to meet his son in his last days . Police are in pursuit of him as he eliminated a political personality who is the father of Home minister.",P. Sunil Kumar Reddy,"Ajay, 
Fm Babai, 
Krishna Burugula, 
Raghu Kunche"
tt0486820,Di bale na lang,1987,122 min,"Action, Comedy, Musical",9.4,This is a musical romantic comedy inspired by Valenciano's hit song.,Mike Relon Makiling,"Gary Valenciano, 
Jackie Lou Blanco, 
Ricky Davao, 
Jestoni Alarcon"
tt3132724,Hot Lead Hard Fury,2018,118 min,"Action, Comedy",9.4,"1977: Industrial ghetto ""Steel City"" is under siege from organized crime, corruption, and a new synthetic drug called ""Voodoo Blue"". When news of a drug sting leaks to the wrong people, ...                See full summary »",Mike Olafson,"Will Beckingham, 
Marc Bilker, 
Scott Bufton, 
Sam Del Rio"
tt10915200,Notícias do fim do mundo,2019,70 min,Action,9.4,"Following Alexander Taylor, a teacher in the slums of Kibuna, this is a reflection about the modern times, mixing social criticism and cinematic experimentation to reflect about the overconsumption of images, fake news and social media.",Rosemberg Cariry,"Carlos César, 
Majô De Castro, 
Paulo Ess, 
Graça Freitas"
tt0154963,Nufarul rosu,1956,97 min,Action,9.4,"Screenplay based on the short story ""Nufarul rosu"" by Petre Luscalov.",Gheorghe Tobias,"Costache Antoniu, 
Toma Caragiu, 
Nelly Nicolau, 
Nucu Paunescu"
tt1285143,Veera Prathap,1987,144 min,"Action, Adventure, Comedy",9.4,"Veera Pratap is a 1987 Indian Telugu film, directed by B. Vittalacharya and produced by Mohan Babu. The film stars Mohan Babu and Madhavi in lead roles. Music of the film was composed by Shanker Ganesh.",B. Vittalacharya,"Mohan Babu, 
Madhavi"
tt14599502,Action on NTV: Definitive Edition,2021,90 min,"Action, Comedy, Crime",9.4,It all started for non-payment of debts. An authority named Boss and his gang are now trying to lure out of Pushnoy's values in any way. Bandits graze him heavily. The struggle is not for ...                See full summary »,Ilya Novikov,"Dmitry Kostuchenkov, 
Ilya Novikov"
tt19854066,Doctor Strange: Multiversal Madness,2022,,"Action, Mystery, Sci-Fi",9.3,Doctor Strange embarks on a multiversal journey with Brother Voodoo to stop Wanda before its too late.,Mario Durán Araujo,"Richard Croxford, 
Amelia Forsyth-Smith, 
James R. Baylis, 
Derek Good"
tt18183916,Star War the Third Gathers: The Backstroke of the West,2010,140 min,"Action, Sci-Fi",9.3,Mistranslated fandub of Star Wars: Episode III - Revenge of the Sith (2005).,"Benjamin Norman Pierce, 
Tom Schalk, 
Zachary Skoubis",
tt19797804,Love in Ukraine,2022,,"Action, Romance",9.3,"When an Indian Student, Aarav, falls in love with a Ukrainian girl, Lizabet, who has been promised to be married to a Mafia family; their innocent one-night stand turns into an epic chase of mayhem and retribution.",Nitin Kumar Gupta,"Vipin Kaushik, 
Irma Balan, 
Roman Batrin, 
Vladimir Didenco"
tt21059844,Srirangapuram,2022,130 min,Action,9.3,"Peddi Reddy is a highly revered person in Sri Rangapuram village. He lends help to all the needy in his village and hence is respected by one and all. On the other hand, Konda Reddy from ...                See full summary »",M.S. Vasu,"Vinayak Desai, 
Payel Mukherjee, 
Chindanuru Nagaraju, 
Swathi Naidu"
tt0231636,Gatilleros del Rio Bravo,1985,90 min,"Action, Crime, Drama",9.3,Add a Plot,Pedro Galindo III,"Mario Almada, 
Fernando Almada, 
Víctor Alcocer, 
María Rebeca"
tt14715806,Di Renjie zhi fen tian yi huo,2020,80 min,Action,9.3,Di Renjie heads to Wei Zhou where there were four plague to hold the position of the prefectural governor and in the process he is injured and encounter all sorts of weird incidents.,Zhang Yu,"Gang He, 
Yu Huitao, 
Liu Ruiqiao"
tt3468802,Hank Is Evil: The Movie,2014,76 min,"Action, Comedy, Mystery",9.3,"Two years since he became Peoria's number one super villain, Hank finds himself under attack from a mysterious enemy who seems to know exactly how to hurt him.",Joe Pontillo,"John Babatsikos, 
Thomas J. Bellezza, 
Erin Conroy, 
Les Degen"
tt21237534,Hopeless Situation,2022,,Action,9.3,"During the Period of the Republic of China, the land was devastated by domestic troubles and foreign aggression. When foreign powers plunder China's cultural relics, revolutionary Liu ...                See full summary »",Jianhua Chi,"Yuetao Liu, 
Xu Shaoqiang, 
Jinqiang Wang"
tt20101770,Revisiting the Heart,2022,,"Action, Drama, Mystery",9.3,"Azia, lead homicide detective returns home after a year in the midst of an escalating murder case. She finds herself entangled in a web of intrigue and deception amongst those in her inner circle as she struggles to uncover the truth.",Athena Cosby,"Brandon Horton, 
Whitney Ricketts, 
Tamara Eteimo, 
Neil Carr"
tt14773818,Shimmgga,2019,124 min,"Action, Drama, Musical",9.3,The movie is narrated in a flashback when Anna's 25 year old son visits the village for the first time and is made aware of the sacrifice of his family to preserve the sanctity of Shimmgga.,Niilesh Krishna,"Vijay Andalkar, 
Mansi Pndya, 
Bhushan Pradhan, 
Kamlesh Sawant"
tt5798156,Cholay,2022,60 min,"Action, Romance",9.3,Cholay is social movie featuring love story and prevailing domination in the society which shows that bad action leads to bad results. The film tries to mix different themes as many ...                See full summary »,Kumud Pant,"Faith Tarby, 
Kumud Pant, 
Daniel Eghan, 
Atul Sharma"
tt1228997,Padmavyuham,1984,140 min,"Action, Drama",9.3,"Soori gets Lakshmi, who is on the run, married to her lover. However, when he later learns that Lakshmi has been raped and murdered by the cruel landlord Jagannath, he sets out to avenge her death.",G.C. Sekhar,"Mohan Babu, 
Prabha"
tt20865464,Memory Lane,2022,63 min,"Action, Adventure, Music",9.3,This time travel music adventure follows Arcadia Smith as he discovers he can relive the past and see into the future.,Ross Holman,"Bianca Holman, 
Ross Holman, 
Steven Wilkins"
tt2404070,Manhandlers,2012,128 min,"Action, Comedy",9.3,"Two guys desperate for cash open their own muscle-for-hire business. This inadvertently opens a gateway into the heart of the city's seedy underworld. Under constant attack from hitmen, ...                See full summary »",Adam Pitzler,"Adam Pitzler, 
Joshua Hudson, 
Ray Tansy, 
John Christensen"
tt0361788,Kadapa Redamma,1990,130 min,Action,9.3,Add a Plot,Bharatwaja,"Mohan Babu, 
Sharada"
tt0259534,Ramayana: The Legend of Prince Rama,1993,97 min,"Animation, Action, Adventure",9.2,"An anime adaptation of the Hindu epic the Ramayana, where Lord Ram combats the wicked king Ravana.","Ram Mohan, 
Yûgô Sakô, 
Koichi Saski","Bryan Cranston, 
Arun Govil, 
Nikhil Kapoor, 
Edie Mirman"
tt13414318,The Stolen Valley,2022,105 min,"Action, Western",9.2,"To save her dying mother, Lupe, a Mexican-Navajo mechanic bands together with an outlaw cowgirl. Together they must travel across the desert, outrun criminals, and confront a corrupt landowner.",Jesse Edwards,"Briza Covarrubias, 
Allee Sutton Hethcoat, 
Micah Fitzgerald, 
Paula Miranda"
tt4616348,The Rush Call,2022,58 min,"Action, Drama",9.2,"A corporate promotion pushes a suburban dad to choose between creative pursuits and career responsibilities, leading him on an unexpected adventure with surprising consequences for his family.",Trey Riley,"Lacey Caroline, 
Rachel Petsiavas, 
Jeremy Carr, 
Zach Humphrey"
tt17043084,Pinpoint,2022,99 min,"Action, Adventure",9.2,"After discovering John Mosby's ancient, hidden treasure, two teams compete in an exhilarating treasure hunt. The teams join together, after the hunt turns into a survival rather than a game.",Nathan Staley,"Neil Bhagwani, 
Kale Conaway, 
Dante Demarino, 
Milin Goldstein"
tt6217512,Fight!,2018,90 min,"Action, Drama, Thriller",9.2,A struggling writer pens a best seller about a single mother struggling to support her family by getting caught up in the world of underground bare knuckle fighting while her 14 year old adopted daughter searches for her estranged mother.,Jason Lupish,"Erica Sherwood, 
Gabriella McAlpine, 
Tino Notarianni, 
Jennifer Farrugia"
tt4625030,Be Somebody,2018,90 min,"Action, Crime",9.2,"Richard is a writer who travels from New York City to Detroit, Michigan to complete an overdue novel. Although he is under increasing pressure from his publisher, Richard's daydreaming is ...                See full summary »",Don Overton,"Harley Wallen, 
Connie Kincer, 
Cisco Reyes, 
Melvin Jackson Jr."
tt12797528,WWE: Paige - Iconic Matches,2019,65 min,"Action, Sport",9.2,"Paige's best WWE matches, including her debut match on RAW vs AJ Lee and her intense NXT fight with Emma.","Saraya-Jade Bevis, 
A.J. Mendez, 
Mercedes Varnado, 
Nikki Bella",
tt13968406,Zerre: Pendekar Ufuk Timur,2021,106 min,"Action, Drama",9.2,"Zerre, from rural Papua, dreams of becoming a fighter. He learns silat from Bhumi, a former silat athlete. Living with limitations, Zerre has achievements so that he gets a scholarship to ...                See full summary »",R. Jiwo Kusumo,"Yudas Itlay, 
Oliver Harold, 
Aditya Zoni, 
Aisyah Aqilah"
tt13275422,Black Widow: Forever Red Part 1 and 2,2021,50 min,"Action, Mystery",9.2,"Black Widow is now a wanted criminal; with the help of Jessica Jones and Daredevil, they have to stop Taskmaster, an enemy who changed her life forever.",Mario Durán Araujo,"Amelia Conway, 
Anthony B Martins Rock, 
Rory Dunn, 
Giorgia Velluti"
tt2379727,Bukunja Tekunja Mitti: The Cannibals,2012,76 min,"Action, Horror",9.2,It's an action packed movie,Nabwana I.G.G.,"Andrew Wagaba, 
Nakatudde Madinah, 
Kigozi Juma, 
Sserunya Ernest"
tt3030714,Time and Time Again,2013,95 min,"Action, Adventure",9.2,"In order to find yourself, sometimes you need to figure how to lose yourself.",Joe L. Roberts,"Jesse Crawford, 
Jodie Hill, 
Lelani Mitchem, 
Amanda Jacobs"
tt21330438,Promise Chronicles - Manifestation,2022,160 min,"Action, Adventure, Drama",9.2,"A despairing group of Christian people and non believer's band together during the biblical period known as Tribulation. Not only to survive death, but to escape America. And uncover a ...                See full summary »",Anthony N. Wright,"Kyle Ament, 
Jessi Ball, 
Ronan Ball, 
Sarah Ball"
tt13137446,The Memory of A Killer,2019,88 min,Action,9.2,Add a Plot,Zhang Lei,"Jianfeng Chen, 
Dongdong Xu, 
Yang Jun Yu"
tt20244978,Moondram Athigharam,2022,125 min,Action,9.2,Add a Plot,Sd Puvanendran,"Jibrail Rajhula, 
Haridhass S., 
Kavitha Thiagarajan"
tt25393258,Utthamma Villian C/0 Mahadevpuram,2022,118 min,"Action, Comedy",9.2,Add a Plot,Rajareddy Panuganti,"Sravika Ananthula, 
Suresh Dhanalakoti, 
Kakaraboina Harish Kumar, 
Rama Naidu Kalavakolanu"
tt0185912,Beat the Bash,1996,,"Action, Crime, Drama",9.2,"""Beat the Bash"" is an early PSA (GLAAD, La Pietra Foundation, and MTV) that brings public awareness to gay bashing.",Michael Costanza,"Wilson Cruz, 
Meredith Scott Lynn, 
Anthony Nicosia, 
Joseph D. Reitman"
tt2360356,Code 0044,2016,101 min,"Action, Crime, Drama",9.2,"Coventry 2012, St George's Day, a couple (George and Erika) decides to get together for the rest of their lives. Some incidents made George to go back to his homeland Greece. After a while ...                See full summary »",Dionysios Nikolaos Lountzis,"Anthony Barrow, 
Mili Dee, 
Ty Gulliver, 
Martin Howe"
tt1591635,"The LBC: Smile Now, Cry Later",2009,92 min,Action,9.2,"Long Beach, California can change from a beautiful place to a deadly one on the turn of a dime. A gangster wannabe (Ivan Djurovic) slips deeper into the criminal underbelly seeking to ...                See full summary »",Sam B. Lorn,"Ivan Djurovic, 
Gina Hiraizumi, 
Rey Goyos, 
Daniel Lue"
tt21986824,Deck of Cards,2022,45 min,"Action, Adventure, Comedy",9.1,"The king of hearts has disappeared from the Kingdom of Cards, and the Joker and his friends set out on a quest to locate him, but there are other forces at play in the Kingdom, and someone might have an ace up their sleeve.","Eric Notarnicola, 
Gregg Turkington","Gregg Turkington, 
Joe Estevez, 
Mark Proksch, 
Michael Matthews"
tt4470260,The Arc,2016,,"Action, Crime, Drama",9.1,"A secret organization with a hidden agenda sets in motion the beginning of Armageddon. Governments have been infiltrated, law and order become an illusion, and humanity struggles to hang on...                See full summary »",J.T. Woods,"Maria Shamkalian, 
Samantha Ireland, 
Jeff Moffitt, 
Zephyr Ingle"
tt26230118,Black War: Mission Exteme 2,2023,130 min,Action,9.1,A terror leader is making a massive plan to disrupt national stability. ADC Nabid is hunting down the tail of terrorist outfit. But the situation becomes worst when series of attacks occur anonymously.,"Faisal Ahmed, 
Sunny Sanwar","Sumit Sen Gupta, 
Atikur Rahman Himel, 
MD Irfan KF, 
Maznum Mizan"
tt17318026,I am not a terrorist,2021,72 min,Action,9.1,Islam and terrorism have nothing in common. The lack of purpose in life encourages young people to join the radicals. The main goal of the film is to show the audience the reverse side of the romanticized life of ISIS fighters.,Mukhammad Ali Iskandarov,"Mahkamov Otabek, 
Shakhrukh Rakhimov, 
Bekzod Tadjiev"
tt19872700,Animator vs Animation V,2020,31 min,"Animation, Action, Adventure",9.1,"In the final battle, The Chosen One returns to stop his sworn enemy.",Alan Becker,Alan Becker
tt22045080,DJ Wale Babu,2022,146 min,"Action, Crime, Drama",9.1,"A village lad goes to the city where he finds the love of his life. Circumstances lead him to work as a DJ but eventually lands in jail. When the situation finally gets under his control, he realizes he is just a mere pawn of a politician.",Mandeep Benipal,"Vikas Mehta, 
Balwinder Bullet, 
Gulzaar Chhaniwala, 
Aashish Duggal"
tt3408826,The Call,2015,103 min,"Action, Thriller",9.1,"Seven years ago a young man murdered his parents, was sent to a mental institute after his departure from it, he returns to his life surrounded by crime, with an insatiable desire for revenge.",Rui Constantino,"Marco Cruz, 
Rui Constantino, 
Daniel García, 
Paulo Constantino"
tt14694192,The Smoke Master,2022,104 min,"Action, Comedy",9.1,"Two brothers and a fistful of friends have to face the Chinese mafia three generations revenge. Counting on The Smoke Master and his unique Cannabis fighting style, they stand a chance. A Stoned Kung-Fu movie.","Andre Sigwalt, 
Augusto Soares","Daniel Rocha, 
Tony Lee, 
Thiago Stechinni, 
Tristan Aronovich"
tt1456887,Pedrito Masangkay: Walang bakas na iniwan,1994,,"Action, Crime, Thriller",9.1,Add a Plot,Francis Posadas,"Ian Veneracion, 
Cristina Gonzales, 
Beth Tamayo, 
Andy Poe"
tt1999819,Aama,1964,109 min,"Action, Drama",9.1,"After the dead of his birth mother, the person who joined foreign army for money stays behind in his country to serve his motherland.",Hira Singh Khatri,"Shiva Shankar, 
Bhubhan Chand, 
Bhim Bahadur, 
Basundhara Bhusal"
tt3432698,Milunka Savic: Heroine of the Great War,2013,60 min,"Action, History",9.1,"Documentary about the life of the most decorated woman warrior of all time, Milunka Savic and her struggles after the end of WW1 in her homeland of Serbia.",Ivana Stevens,
tt21154882,Foreign Sarakku,2022,,"Action, Thriller",9.1,.Amaran and Harichandran started to show their talent by creating a network called Educated Intellectual Crime Network.,Vigneshwaran Karuppusamy,"Gopinath Arumugam, 
Sundar, 
Hussain, 
Afrina"
tt21910484,Chidiya Ghar,2022,,Action,9.1,Add a Plot,Amit Bhadana,"Vikas Bainsla, 
Amit Bhadana, 
Gauri Chakraborty, 
Jasmine Kaur"
tt4885752,The Hero Chiyou,2017,,Action,9.1,"A stirring and heroic action adventure of Chi You, once the ancestor of all Chinese, who must fight betrayal and for his love to survive.","Dawei Li, 
Jizhong Zhang, 
Jian Zhao","Dong Han, 
Kai Tan, 
Hengping Zhang, 
Xiaoyu Zhu"
tt14715986,Nanquan zhi Yingxiong jue qi,2020,104 min,"Action, Adventure",9.1,The film mainly focuses on Liu Yamei's fight against opium and justice in order to fulfill her master's last wish.,Chun-Hsien Wu,"Yucheng Cao, 
Benny Chan, 
Zhao Shao, 
Wanzhong Wang"
tt7704004,Poka Messiah,2016,,Action,9.1,Add a Plot,Ernest Obi,"Jide Kene Achufusi, 
Jude Thomas Dawam, 
Yul Edochie, 
Erica Nlewedim"
tt15263948,37th tochka,2019,,Action,9.1,"The story of brothers who grew up together at terminal named ""37th tochka"", dealing with a gangster crew and overcoming obstacles in life when they moved to Ulaanbator city.",Tamir Bat-Ulzii,"Aldar, 
Altanshagai, 
Barslhagva.B., 
Barslhagwa Batbold"
tt15502246,Captain of Desert,2020,,Action,9.1,Add a Plot,Antonio Hernández,"Sergio Peris-Mencheta, 
Natasha Yarovenko"
tt0198872,Naked Ambition,1970,82 min,"Action, Drama",9.1,Ogin is a concubine of a powerful feudal lord (Tayu). The evil woman Ogin tries to gain power by killing all the people who disturb her.,Kazuo Ikehiro,"Michiyo Yasuda, 
Masakazu Tamura"
tt16825668,Chillatta,2021,116 min,"Action, Comedy, Romance",9.1,Suruttu Sudalai destroys the sacred palm area and builds a Brick Station for his illegal business. Thus Saravanan jumps on the field to retrieve his palm works. Who will win? Suruttu Sudalai. or Saravanan.,Shiva Rahul,"Amayra Baradhwaj, 
Nadiya Jindal, 
Vijeeth, 
Pallak Yadav"
tt15243416,The Iridescent,2021,83 min,"Action, Crime",9.1,"A group of rogues pull off the heist of the century, but soon enough the mysterious gloom of their invaluable loot creates tension - not only do they have to fend off local law enforcement ...                See full summary »",Tony Cole,"Alex Kaufmann, 
Thomas Sandford, 
Tony Cole, 
Eric Sandford"
tt0468569,The Dark Knight,2008,152 min,"Action, Crime, Drama",9,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.",Christopher Nolan,"Christian Bale, 
Heath Ledger, 
Aaron Eckhart, 
Michael Caine"
