movie_id,movie_name,year,runtime,genre,rating,description,director,star
tt10905720,The Last Page of Summer,2020,,"Animation, Adventure, Comedy",8.5,"A sunshine-rock band is caught up in the storm of changing times, with its future under threat by an elite musical establishment determined to rid the world of all things groovy.",Tim Ross,"Derek Albright, 
Karen Anderson, 
Sharon Baird, 
Adeline Bishop"
tt12451380,Chhupam Chhaai,2016,94 min,"Adventure, Drama, Family",8.5,"In a small town in the heart of India, six teenage friends who secretly run ""Friends Private Detective Agency,"" encounter their most challenging case; a murder mystery.",Pratik Mittal,"Akshat Jain, 
Sanket Chauhan, 
Anshu Khatri, 
Purva Bhawsar"
tt11421000,EkDe Ek,2021,129 min,"Action, Adventure, Comedy",8.5,Add a Plot,Rocky Mulchandani,"Kurush Deboo, 
Smit Pandya, 
Prem Gadhavi, 
Vishal Solanki"
tt4941338,Der lichte Grund,2016,50 min,"Adventure, Drama, Mystery",8.5,"In The Light Ground we experience moments in five different times beginning in the late 19th century and ending in the early 22th century. The protagonist however stays the same in each of the scenes, he always has the same age.",Lukas Väth,"Angelika Bender, 
Zbigniew Cieslar, 
Ecaterina Dimitriu, 
Lucas Englander"
tt2445508,A Life More Ordinary,2002,85 min,"Action, Adventure",8.5,"Film following the events of the lively funny and fast moving play, features a young Dundee lad with an American girlfriend Obsessed with films, he sees his life as a series of movie-clips and his imagination takes him on a journey.","Kimber Cox, 
Paul Dundee, 
Anna Newell","Stephen Samson, 
Louise Smythe, 
Peter Airlie, 
Sandy Jack"
tt7872126,Zorori the Naughty Hero: The secret of ZZ,2017,70 min,Adventure,8.5,Add a Plot,Masaya Fujimori,
tt2992896,Hungry Man,2013,70 min,Adventure,8.5,"A group of children lives in a village in the Danube Delta next to a canal and a forest. The group evolves in a completely wild universe, quite freely. They go fishing, swimming and mess ...                See full summary »",Philip Martin Lacroix,"Cristi Balea, 
Catalina Puscaru, 
Constantin Puscaru"
tt6907750,Yoxlama,2007,,"Adventure, Comedy, Thriller",8.5,An inspector of the Ministry of Taxes with incredible memorization and calculation ability chases a company accused of tax fraud to avenge his friend.,Vagif Mustafayev,"Ajdar Hamidov, 
Yashar Nuri, 
Nuriya Akhmedova, 
Vyacheslav Shalevich"
tt11470122,Genesis of the Ashantis,2020,,Adventure,8.5,Add a Plot,Kwame Fosuhene Rexford,"Samuel Asante, 
Boateng Walker Bentil, 
Clement Lovi, 
Benjiman Icon Owusu"
tt6476256,Clank: Red Mosaic,2017,112 min,"Action, Adventure",8.5,"The deceased friend and mentor, Doctor Alfred, leaves behind a posthumous trail for Clank to follow. With little time to spare he must figure out the mystery behind the disappearance of the ""Red Mosaic"".",Pauli Janhunen Calderón,"Pauli Janhunen Calderón, 
Emilio Janhunen Calderón, 
Daniel Abreu, 
Daniil Piispanen"
tt12007602,Sonic: Chaos Conquest,2020,80 min,Adventure,8.5,Sonic and his friends race against the evil Dr. Robotnik in his quest to obtain the ancient powers of the Chaos Emeralds.,"Daylen Hartz, 
Justin Porrelli","Matthew Thain Rempel, 
Maverick Gaudet, 
Callum Roan, 
Jaz Caz"
tt3889312,Catching Junior Tate,2015,110 min,"Action, Adventure, Comedy",8.5,"A bounty hunter finds himself stranded south of the border with a career criminal being pursued by a hit man, a bookie, a crooked cop, and a loan shark.",Karl Wilson,"Jesse St. Louis, 
Christopher Wynn, 
Mark Troy, 
Greg Burgess"
tt2653728,The Immortal Edward Lumley,2013,92 min,"Adventure, Comedy, Fantasy",8.5,"'Though he doesn't know why, Edward Lumley cannot die..' Edward Lumley is a man who, for reasons unknown to him, cannot die. We follow the comical journey through his life which spans ...                See full summary »",William Wall,"Ruslan Batenko, 
Mike Burnell, 
Ryan Cahill, 
Erik Coe"
tt15035684,The Emirates,2021,111 min,Adventure,8.5,The story of the northern emirates and the tribal history or beauty and development.,Mohammad Haris Sharif,Joyce Sagayca Fernandez
tt0437269,O Judoka,1973,90 min,"Action, Adventure, Comedy",8.5,Add a Plot,Marcelo Motta,"Elizângela, 
Pedro Aguinaga, 
Carlos Aquino, 
Maria Pompeu"
tt0300106,Landfall,2001,94 min,"Adventure, Drama, Romance",8.5,"The story of two horrific natural disasters that hit Florida sixty years apart, the 1935 Labor Day Hurricane and the 1992 Hurricane Andrew, and a 74-year-old woman named Emily who lived through both of them.",Dan Hamilton,"Jean Louisa Kelly, 
Frances Sternhagen, 
Stephen Anthony, 
Dottie Arbogast"
tt0858485,Flatland Flyers,2005,52 min,Adventure,8.5,"The State of Ceará, Brazil. Four degrees south of the Equator. Typical tropical conditions: every day, heavy thermals form in the hot air and strong winds roar in from the ocean. Its not ...                See full synopsis »",Zoltán Török,
tt2051931,Minnows Biscjit Special,2011,61 min,"Adventure, Comedy",8.5,"Jasper (John Rutland) always saw things a little differently than others in the small town of Goose Creek. One day with camera in hand and Lilly (Diana Warner), his bible clutching wife ...                See full summary »",Steve Cole,"John Birmingham, 
Tyler Boyd, 
Jeff Burke, 
Tracey Burke"
tt4154796,Avengers: Endgame,2019,181 min,"Action, Adventure, Drama",8.4,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.","Anthony Russo, 
Joe Russo","Robert Downey Jr., 
Chris Evans, 
Mark Ruffalo, 
Chris Hemsworth"
tt0082971,Raiders of the Lost Ark,1981,115 min,"Action, Adventure",8.4,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis can obtain its awesome powers.",Steven Spielberg,"Harrison Ford, 
Karen Allen, 
Paul Freeman, 
John Rhys-Davies"
tt4154756,Avengers: Infinity War,2018,149 min,"Action, Adventure, Sci-Fi",8.4,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,"Anthony Russo, 
Joe Russo","Robert Downey Jr., 
Chris Hemsworth, 
Mark Ruffalo, 
Chris Evans"
tt4633694,Spider-Man: Into the Spider-Verse,2018,117 min,"Animation, Action, Adventure",8.4,"Teen Miles Morales becomes the Spider-Man of his universe, and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.","Bob Persichetti, 
Peter Ramsey, 
Rodney Rothman","Shameik Moore, 
Jake Johnson, 
Hailee Steinfeld, 
Mahershala Ali"
tt0090605,Aliens,1986,137 min,"Action, Adventure, Sci-Fi",8.4,"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.",James Cameron,"Sigourney Weaver, 
Michael Biehn, 
Carrie Henn, 
Paul Reiser"
tt2380307,Coco,2017,105 min,"Animation, Adventure, Comedy",8.4,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.","Lee Unkrich, 
Adrian Molina","Anthony Gonzalez, 
Gael García Bernal, 
Benjamin Bratt, 
Alanna Ubach"
tt0910970,WALL·E,2008,98 min,"Animation, Adventure, Family",8.4,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",Andrew Stanton,"Ben Burtt, 
Elissa Knight, 
Jeff Garlin, 
Fred Willard"
tt0119698,Princess Mononoke,1997,134 min,"Animation, Action, Adventure",8.4,"On a journey to find the cure for a Tatarigami's curse, Ashitaka finds himself in the middle of a war between the forest gods and Tatara, a mining colony. In this quest he also meets San, the Mononoke Hime.",Hayao Miyazaki,"Yôji Matsuda, 
Yuriko Ishida, 
Yûko Tanaka, 
Billy Crudup"
tt11191124,Primal: Tales of Savagery,2019,85 min,"Animation, Action, Adventure",8.4,"GENNDY TARTAKOVSKY'S PRIMAL - TALES OF SAVAGERY features a caveman and a dinosaur on the brink of extinction. Bonded by tragedy, this unlikely friendship becomes the only hope of survival.",Genndy Tartakovsky,"Aaron LaPlante, 
Jon Olson"
tt0380738,Ang TV Movie: The Adarna Adventure,1996,100 min,"Adventure, Comedy, Fantasy",8.4,"A group of kids who are fond of listening to fairy tales, their favorite being ""Ang Ibong Adarna"", which they are able to live when they are mysteriously transported to the magic bird's home, the enchanting world of Berbanya.",Johnny Manahan,"Nida Blanca, 
Tirso Cruz III, 
Dindo Arroyo, 
Gio Alvarez"
tt21979270,Ninja in the Mafia's Shadow,2023,,"Action, Adventure, Crime",8.4,A ninja who works his day job as a pizza delivery guy is on a mission to stop the mafia from shutting down the pizzeria.,James Sheridan,"William Rayne, 
Holly Anspaugh, 
Jason Page, 
Jacob Pettyjohn"
tt0072190,Sonar Kella,1974,136 min,"Adventure, Family, Mystery",8.4,"A young boy becomes a target for crooks, after he claims to remember his past life and mentions precious jewels in a golden fortress.",Satyajit Ray,"Soumitra Chatterjee, 
Santanu Bagchi, 
Ajoy Banerjee, 
Haradhan Bannerjee"
tt13123076,Toy Story 3 in Real Life,2020,99 min,"Adventure, Comedy, Family",8.4,"8 years ago, two brothers set out to explore filmmaking by recreating their favorite film. The following is the product of that endeavor.","Mason McGrew, 
Morgan McGrew","Shannon Archer, 
Ethan Bauer, 
Abby Lint, 
Emma Love"
tt7560484,Gauru: Journey of Courage,2018,124 min,"Adventure, Drama, Family",8.4,"It's a story of a shepherd grandson how he fulfills his grandmother's last wish, who has never been to her native village after marriage.",Ramkishan Choyal,"Nandram Anand, 
Ila Arun, 
Ashok Banthia, 
Ajay Karan Joshi"
tt10938870,The Last Follower and the Resurrection of Voldemort,2020,90 min,Adventure,8.4,"150 years after the death of Voldemort, one of his followers attempts to resurrect him by stealing Harry Potter's wand from Hogwarts and it is upto five friends ""Nathan, Edward, Emily, Evelyn and Christine"" to stop him.",Waleed Akram,"Jazib Akram, 
Syed Muhammad Abdul Rafay Ali, 
Tayyab Arif, 
Amna Azmat"
tt9348566,Strong Hawk: My Sister's Keeper,2022,,"Action, Adventure, Sci-Fi",8.4,Strong Hawk: My Sister's Keeper is about a family of sisters who lost their parents over a decade ago and now discover they have powers. They attempt to help their community by acting as ...                See full summary »,Ramasses Head,"Kara Anderson, 
Cash Evans, 
Sierra Mora, 
Lynell Aldafari"
tt13414858,Deadpool Movie in Lego,2021,108 min,"Animation, Action, Adventure",8.4,"A shot-for-shot remake of the 2016 movie, Deadpool, created entirely out of Lego.",Huxley Berg,"Karan Soni, 
Michael Benyaer, 
Stefan Kapicic, 
Style Dayne"
tt6354856,Ankhi O Tar Bondhura,2017,114 min,"Adventure, Drama, Family",8.4,The film tells the story of a visually challenged girl and her friends who support her to express & enhance her talents and their adventure,Morshedul Islam,"Zahin Nawar Haque, 
Ananya Samael, 
Saberi Alam, 
Syed Ashiquzzaman"
tt22636970,Underneath: Children of the Sun,2022,90 min,"Adventure, Drama, Sci-Fi",8.4,"This time and dimension spanning epic is a captivating and mind-bending Afrofuturist story that embarks on a breathtaking journey of galactic politics, heritage, and destiny. In 1857, a ...                See full summary »",David Kirkman,"Nahom Assefa, 
Jordan Charles Walker, 
Julisa Powell, 
Ezekiel Olukoya"
tt0061904,The Legend of the Boy and the Eagle,1967,48 min,"Adventure, Family",8.4,"This movie is about a young Hopi Indian boy who defies tribal law and frees a sacred, sacrificial eagle. He is banished from his village to the wilderness, but the eagle teaches him hunting...                See full summary »",Jack Couffer,"Frank DeKova, 
Stanford Lomakema"
tt9332398,Believe in You,2020,120 min,"Adventure, Drama, Musical",8.4,"A contemporary thriller drama based on real-life event, a music producer determined to help young talents achieve their dream crosses path with an estranged female artist struggling to survive an abusive relationship.",Isioro Tokunbo Jaboro,"Nosa Obaseki, 
Karen Simpson, 
Beverly Naya, 
Marty Lindquist"
tt0380737,T.G.I.S.: The Movie,1997,114 min,"Adventure, Comedy, Romance",8.4,Add a Plot,Mark A. Reyes,"Bobby Andrews, 
Onemig Bondoc, 
Angelu De Leon, 
Kim de los Santos"
tt13134916,Meta Runner Season 1 (Full Movie Cut),2020,124 min,"Animation, Action, Adventure",8.4,"In celebration of Season 2 being released soon, the Glitch Productions team put all of Season 1 into a single movie to watch in one go.","Brendan Barry-Cotter, 
Robyn Barry-Cotter, 
Amber Lee Connors, 
David J.G. Doyle",
tt1361317,Garoto Cósmico,2007,76 min,"Animation, Adventure, Comedy",8.4,Add a Plot,Alê Abreu,"Aleph Naldi, 
Bianca Rayen, 
Mateus Duarte, 
Raul Cortez"
tt0078030,Ondanondu Kaladalli,1979,156 min,"Action, Adventure, Drama",8.4,A mercernary sets out to assist a tribal chieftain to defeat the chieftain's brother who is now an opponent and an enemy.,Girish Karnad,"Shankar Nag, 
Sushilendra Joshi, 
Vasant Rao Nakod, 
Rekha Sabnis"
tt1316072,Vol. 1 Dream the Name Is Rogells (Ruggells),2011,79 min,"Adventure, Romance",8.4,"Inspired by true events. A skilled Dream Weaver on a mission, to access an alternate realm that frees the human mind through dream, his down-home Florida girl determines his fate.",Rachel Warner,"Luke Flynn, 
Rachel Warner, 
Joey Panek, 
Erin Muroski"
tt4154600,Dustins Dojo: The Movie,2014,,"Action, Adventure, Comedy",8.4,Dustins Dojo and his silent sidekick Terry fight off attackers to save Fountain County Indiana and from Destruction!,Dustin Britton,"Dustin Britton, 
Nicholas Guerrier"
tt0249386,The Village Had No Walls,1996,124 min,"Adventure, Drama",8.4,"A young man takes a journey on a cart through jungles to reach the small hamlet of Bangarwadi, inhabited by a few shepherds, peasants and some members of a criminal tribe known as the ...                See full summary »",Amol Palekar,"Sushama Deshpande, 
Chandrakant Kulkarni, 
Upendra Limaye, 
Nandu Madhav"
tt6448112,Kuru Kuru and Friends: The Rainbow Tree Forest,2015,,"Animation, Adventure, Fantasy",8.4,The movie takes place between Seasons 1 and 2. The Green Forest Village hosts a festival in celebration of the 1000th anniversary of the large tree growing in the middle of the village. ...                See full summary »,"Jisoo Han, 
Moon Jae-dea","Hyeon-Jeong Jo, 
Sin-hee Bak, 
Lee So-eun, 
Jeong-ho Choi"
tt2103278,Ugly Shoes,2016,133 min,"Adventure, Comedy, Romance",8.4,"Lucky loses everything except for his friends until he finds his fortune in a discarded ugly pair of shoes and enters the first ever ""Ugly Shoe Contest"" where Karma begins to unfold.",John Luksetich,"Tom Baran, 
Benjamin Schnau, 
Jay P. Brown, 
Sunny Vachher"
tt6001664,Ride til You Die,2019,,"Adventure, Comedy",8.4,"When garage mechanic James learns he has inherited a 1937 Harley Flathead motorcycle, he and high school friend, Bruce, go on a motorcycle road trip to get the bike. When they reach the ...                See full summary »",Kate Davis,"Johnnie Hector, 
Robin Scott, 
Bruce Barta, 
Charlene Adams Upton"
tt0293718,Zarevo nad Drava,1974,161 min,"Drama, Adventure, War",8.4,"This is a two-part film about the participation of the Bulgarian army in the Second World War. On the eve of September 9, 1944, insurgent masses liberate a large group of political ...                See full summary »",Zako Heskiya,"Georgi Georgiev-Getz, 
Georgi Cherkelov, 
Lidia Vulkova, 
Dobrinka Stankova"
tt2572014,Blood of the Witch: The Complete Film,2012,65 min,"Animation, Adventure, Fantasy",8.4,"Originally conceived as a trilogy of short silent films, Blood of the Witch: The Complete Film is a new edit of all three films put together into one stand-alone piece. It follows the ...                See full summary »",Casey T. Malone,"Liz Owens, 
Kellie Ann Gregg, 
Tim Haney, 
Mike Thompson"
tt7405332,High Tide,2017,108 min,"Adventure, Drama",8.4,"When Unyok lost both parents to super-typhoon Ising, he lost his ability to speak. He and his family used to live in a small island with about 20 other families, but due to climate change, ...                See full summary »",Tara Illenberger,"Arthur Solinap, 
Dalin Sarmiento, 
Sunshine Teodoro, 
Forrest Kyle Buscato"
tt6506096,Buchcha,2017,89 min,"Adventure, Drama, Family",8.4,This story is based on seven year's old an orphan kid. Who want to fulfil his dream but he doesn't have money.,Pankaj Kumar,"Shabana Afreen, 
Dharmendra Ahirwar, 
Pooja Bharti, 
Abhay Kumar"
tt4194954,Home Before the Holiday,2017,45 min,"Adventure, Comedy, Family",8.4,"In order to see his family, a man must complete an assignment to bring magical joy to three families, his mission starts a lot further north than his family could have ever expected. Enjoy the magical ride that is Home Before the Holiday.",Ira Mallory,"Brooklyn, 
Teresa Francis, 
Lachelle McKinley, 
Christopher Owens"
tt0250441,Jadu Ka Shankh,1974,,"Adventure, Family, Fantasy",8.4,"Shyam and Soni live with their mother in a village. They are very poor. The children give away the only bread piece to a hungry saint, who in turn gives them a magical conch. The children ...                See full summary »",Sai Paranjape,"Nandita Aras, 
Sulabha Deshpande, 
Girish Karnad, 
Kulbhushan Kharbanda"
tt7674116,Ninja Cowboy Viking vs. the GadgetGents,2017,91 min,"Action, Adventure, Comedy",8.4,"Seven kids will be called to be heroes. After accidentally finding out the plans of an evil corporation, the GadgetGents, to hack everyone's phones, these kids will have to defend their ...                See full summary »",Kody Newton,"Tiego Newton, 
Brazen Newton, 
Jace Newton, 
Eleni Corson"
tt7259300,Calamity Kevin,2019,77 min,"Adventure, Comedy",8.4,Kevin starts his own YouTube channel 'Kevin Colombo TV' and becomes a private detective.,Emre Oran,"Benji Riggs, 
Michael Truong, 
Luke Telfer, 
Annabel Spinks-Jones"
tt3582072,Moghamarat Dalila al-Makira,2016,80 min,"Animation, Adventure, Drama",8.4,"The Magnificent, city of Arabian Nights, where peace and magic reign, shelters in the shade the beautiful Dalila and her adopted children, Kenza and Morad. Dalila was robbed of her lucky ...                See full summary »",Taieb Jallouli,
tt5605724,Tsena vozvrata,1983,81 min,"Adventure, War",8.4,"The film takes us back to Crimea, during Nazi occupation. Hayk Margaryan, a member of an underground organization, saves a painting by Aivazovsky, which Hitler's soldiers tried to smuggle from Theodosia.",Grigori Melik-Avakyan,"Ashot Adamyan, 
Vatslav Dvorzhetsky, 
Valentina Yakunina, 
Artyom Inozemtsev"
tt12114288,Yorinuki Gintama-san on Theater 2D - Shinsengumi Douran Hen,2012,,"Action, Adventure, Comedy",8.4,"Demonic Vice-Commander of the Shinsengumi, Toushirou Hijikata, acquires a cursed sword--one which completely rewrites his personality, morphing him from a hard-boiled, no-nonsense cop into ...                See full summary »",Yoichi Fujita,"Rie Kugimiya, 
Daisuke Sakaguchi, 
Tomokazu Sugita"
tt0151186,Kapitan Krokus,1991,64 min,Adventure,8.4,Add a Plot,Vladimir Onishchenko,"Yuriy Nikulin, 
Konstantin Stepankov, 
Borislav Brondukov, 
Bogdan Benyuk"
tt7957456,L'impasse. La route.,2018,97 min,"Action, Adventure, Musical",8.4,"An exploration of the dead-ends in downtown Paris juxtaposed with the endless roads of Russia, as a metaphor to the lives of their inhabitants. A musical of techno loops, boundless tracks of humans in transit.",Anatoly K. Ivanov,
tt12196058,Paird,2019,106 min,"Animation, Action, Adventure",8.4,"A man wakes up in an alley, with no memory of who he is or how he got there. He's soon picked up by the police, because they have reason to believe he's one of the people behind PAIRD, ...                See full summary »",Joseph DeRose,"Joseph DeRose, 
Sam DeRose"
tt0296801,Piconzé,1973,80 min,"Animation, Adventure, Comedy",8.4,"When his girlfriend Maria is kidnapped, young Piconzé and his animal friends go on an adventure to rescue her. In their journey, they meet legendary beings of Brazilian folklore, dragons, dinosaurs and some very peculiar people.",Ypê Nakashima,
tt0442823,Petualangan 100 Jam,2004,109 min,"Adventure, Drama",8.4,"Budiman, a 10-year-old boy, lives in the village and dreams of going to Jakarta. This obsession grows when his uncle sends him the map of Jakarta plus his self-portrait, standing in front ...                See full summary »",Winaldha E. Melalatoa,"Joshua, 
Marshanda, 
Mathias Muchus"
tt0284552,"Tbilisi, Parizi, Tbilisi",1980,87 min,"Drama, Adventure, Comedy",8.4,Add a Plot,Leila Abashidze,"Leila Abashidze, 
Rezo Esadze, 
Erosi Manjgaladze, 
Kakhi Kavsadze"
tt3478204,Rinoplasticos: A Warrior's Journey,2014,55 min,"Action, Adventure, Sci-Fi",8.4,An army lead by a powerful Rinoplastico is threatening to destroy all the remaining villages. Mimbra must find and gather all the surviving warriors in order to come up with a way to defeat the menacing empire.,Pauli Janhunen Calderón,"Emilio Janhunen Calderón, 
Pauli Janhunen Calderón, 
Andrés Calderón, 
Alvaro Calderón"
tt2958792,Ván bài lat ngua: Tap 3 - Phát súng tren cao nguyen,1983,85 min,Adventure,8.4,Add a Plot,Lê Hoàng Hoa,"Binh Chi Lam, 
Chanh Tin Nguyen, 
Thuy An Nguyen, 
Hong Thu"
tt0844765,Uuliin Tumur,2005,107 min,"Adventure, Drama",8.4,"Accused a crime he did not commit, a man escapes from prison in Mongolia and goes on the lam for seven years in the late 1970s.",Osor Bat-Ulzii,"P. Bayarkhuu, 
Ts. Batkhuyag, 
G. Zolboot"
tt2958800,Ván bài lat ngua: Tap 5 - Troi xanh qua ke lá,1985,87 min,Adventure,8.4,Add a Plot,Lê Hoàng Hoa,"Binh Chi Lam, 
Chanh Tin Nguyen, 
Lan Thanh, 
Hong Thu"
tt5341670,The Stones of Okella,2015,55 min,"Adventure, Comedy, Fantasy",8.4,"A story of Arthur, Lance and Gwen on a quest to save Camelot from the reign of the evil Morgana.","Taylor J. Irizarry, 
Ej Irizarry","Man e Kerr, 
Aslan Irizarry, 
Caitlin Mobley, 
Sabri Irizarry"
tt0361748,Inglourious Basterds,2009,153 min,"Adventure, Drama, War",8.3,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",Quentin Tarantino,"Brad Pitt, 
Diane Kruger, 
Eli Roth, 
Mélanie Laurent"
tt0062622,2001: A Space Odyssey,1968,149 min,"Adventure, Sci-Fi",8.3,"After uncovering a mysterious artifact buried beneath the Lunar surface, a spacecraft is sent to Jupiter to find its origins - a spacecraft manned by two men and the supercomputer H.A.L. 9000.",Stanley Kubrick,"Keir Dullea, 
Gary Lockwood, 
William Sylvester, 
Daniel Richter"
tt0114709,Toy Story,1995,81 min,"Animation, Adventure, Comedy",8.3,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,John Lasseter,"Tom Hanks, 
Tim Allen, 
Don Rickles, 
Jim Varney"
tt0086190,Star Wars: Episode VI - Return of the Jedi,1983,131 min,"Action, Adventure, Fantasy",8.3,"After rescuing Han Solo from Jabba the Hutt, the Rebels attempt to destroy the second Death Star, while Luke struggles to help Darth Vader back from the dark side.",Richard Marquand,"Mark Hamill, 
Harrison Ford, 
Carrie Fisher, 
Billy Dee Williams"
tt1049413,Up,2009,96 min,"Animation, Adventure, Comedy",8.3,"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.","Pete Docter, 
Bob Peterson","Edward Asner, 
Jordan Nagai, 
John Ratzenberger, 
Christopher Plummer"
tt15327088,Kantara,2022,148 min,"Action, Adventure, Drama",8.3,It involves culture of Kambala and Bhootha Kola. A human and nature conflict where Shiva is a rebel who defends his village and nature. A death leads to war between villagers and evil forces. Will he be able to regain peace in the village?,Rishab Shetty,"Rishab Shetty, 
Kishore Kumar G., 
Achyuth Kumar, 
Sapthami Gowda"
tt0056172,Lawrence of Arabia,1962,218 min,"Adventure, Biography, Drama",8.3,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",David Lean,"Peter O'Toole, 
Alec Guinness, 
Anthony Quinn, 
Jack Hawkins"
tt0435761,Toy Story 3,2010,103 min,"Animation, Adventure, Comedy",8.3,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",Lee Unkrich,"Tom Hanks, 
Tim Allen, 
Joan Cusack, 
Ned Beatty"
tt0053125,North by Northwest,1959,136 min,"Action, Adventure, Mystery",8.3,"A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.",Alfred Hitchcock,"Cary Grant, 
Eva Marie Saint, 
James Mason, 
Jessie Royce Landis"
tt12215472,The SpongeBob SquarePants Movie Rehydrated,2022,87 min,"Animation, Adventure, Comedy",8.3,"In the fan reanimation of the 2004 classic, SpongeBob SquarePants and Patrick Star are in for the adventure of a lifetime when they have to go on a journey to save King Neptune's stolen crown.","Pasta Dash Creations, 
Angel Gonzalez, 
Kane Patrick, 
The PickleMan, 
Donald Kim","Doubletime32, 
TheGonzFam, 
Dougo, 
Beckens"
tt4983780,Maanaadu,2021,147 min,"Action, Adventure, Sci-Fi",8.3,"On the day of a public conference by the state's Chief Minister, his bodyguard and a police officer are stuck in a time loop.",Venkat Prabhu,"Silambarasan Rajendar, 
S.J. Suryah, 
Kalyani Priyadarshan, 
S.A. Chandrashekhar"
tt0060584,"Kidnapping, Caucasian Style",1967,82 min,"Adventure, Comedy, Drama",8.3,"A young student Shurik comes to a remote mountainous region in search of ancient legends and traditions. Fooled by the corrupt local governor, he helps him to kidnap a beautiful young girl, but soon realizes what he's done.",Leonid Gaidai,"Aleksandr Demyanenko, 
Natalya Varley, 
Vladimir Etush, 
Frunzik Mkrtchyan"
tt0062759,The Diamond Arm,1969,94 min,"Adventure, Comedy, Crime",8.3,An ordinary Soviet citizen accidentally intervenes into a huge operation of international criminal group that trades illegally obtained jewelry.,Leonid Gaidai,"Yuriy Nikulin, 
Nina Grebeshkova, 
Andrey Mironov, 
Anatoliy Papanov"
tt0131636,The Little Fox,1981,79 min,"Animation, Adventure, Comedy",8.3,"Famous, great hunters, better stay away, here comes Vuk! (They say he is cunning as a fox!)",Attila Dargay,"Judit Pogány, 
József Gyabronka, 
Teri Földi, 
Gyula Szabó"
tt0462699,Conan the Future Boy: The Big Giant Robot's Resurrection,1984,49 min,"Animation, Adventure, Family",8.3,"In the future, some humans build a spaceship to abandon earth. The spaceship crashed in an island isolated from the rest of the world. The story takes place when there are only 2 survivors ...                See full summary »",Hayao Miyazaki,"Noriko Ohara, 
Mieko Nobusawa, 
Kazuyo Aoki, 
Iemasa Kayumi"
tt0179955,Cat City,1986,96 min,"Animation, Adventure, Comedy",8.3,"In the year 80 AMM (After Mickey Mouse) on planet X the crime-syndicated Cats try to erase the Mouse-population once and for all. A scientist of the mice, prof. Fushimishi seems to have ...                See full summary »",Béla Ternovszky,"Miklós Benedek, 
Gyula Bodrogi, 
Ilona Béres, 
Péter Haumann"
tt4641828,Todd McFarlane's Spawn 2,1998,146 min,"Animation, Action, Adventure",8.3,"Spawn - having become plagued by nightmares - discovers that his former Special Forces partner, Chapel, was the one who murdered him. Their paths inevitably cross when Chapel attempts to steal military weapons for Jason Wynn.","Keith David, 
Richard Dysart, 
Dominique Jennings, 
James Keane",
tt0252619,From the Village to the City,1974,91 min,"Adventure, Comedy, Crime",8.3,"The sequel of The Stupid Millionaire (1974), the fun continues this time in Ankara, after the 4 brothers find the heritage from their father which is a box-ful of gold.",Ertem Egilmez,"Kemal Sunal, 
Meral Zeren, 
Zeki Alasya, 
Metin Akpinar"
tt10965256,G!,2019,83 min,"Adventure, Drama",8.3,"A series of good times, bad times, cherished bonding moments which will make them all realize the value of love, friendship, family and life.",Dondon S. Santos,"McCoy De Leon, 
Jameson Blake, 
Mark Anthony Oblea, 
Paulo Angeles"
tt2335908,Swami Ayyappan,2012,90 min,"Animation, Action, Adventure",8.3,"Swami Ayyappan, who was known as Manikandan during his lifetime, is a mythological super-hero. He is wise and well-versed in martial arts. He is soft and kind to the good and a nightmare to...                See full summary »","Chetan Sharma, 
Mahesh Vettiyar","Ajith, 
Ambuty, 
Vasundra Devi, 
Suma Kariya"
tt4203824,Elizabeth Ekadashi,2014,90 min,"Adventure, Drama, Family",8.3,"Dnyanesh and Mukta are siblings who with their mother and grandmother live in the pilgrim town of Pandharpur, Maharashtra. The title's eponymous 'Elizabeth' is a bicycle that is gifted to ...                See full summary »",Paresh Mokashi,"Chaitanya Badve, 
Durgesh Badve-Mahajan, 
Sayali Bandakavathekar, 
Nandita Dhuri"
