movie_id,movie_name,year,runtime,genre,rating,description,director
tt1899341,Valley of the Succubus,2013,65 min,"Comedy, Horror, Musical",8.4,"In a small country theatre a troupe of bizarre actors come to town. The cast of a 'Jack The Ripper' themed musical led by the mysterious Dr Karma and his minions Tumulus, Kitty Hawke and ...                See full synopsis »",Samuel Wheeler
tt4641828,Todd McFarlane's Spawn 2,1998,146 min,"Animation, Action, Adventure",8.3,"Spawn - having become plagued by nightmares - discovers that his former Special Forces partner, Chapel, was the one who murdered him. Their paths inevitably cross when Chapel attempts to steal military weapons for Jason Wynn.","Keith David, 
Richard Dysart, 
Dominique Jennings, 
James Keane"
tt14425468,Jatugriha,2022,104 min,"Drama, Horror",8.3,"Upon taking up a new job, a hotel manager tries to unearth the mystery behind a seemingly haunted manor in the hills.",Saptaswa Basu
tt10472094,Inheritance,2021,86 min,"Horror, Mystery, Thriller",8.3,"After the murder of their parents,Nick and Steve Wellington are left to share their Inheritance. However, when the masked Figure shows back up to finish what was started, everyone will learn the hard way that blood runs thicker than water.",Michael Kenneth Fahr
tt11166382,The Third Saturday in October Part V,2022,,"Comedy, Horror",8.3,Follow an implacable killer as he stalks and butchers the occupants of houses across the stretch of one lone country road while the residents prepare to watch a yearly college-football bout.,Jay Burleson
tt14981646,The Call 3: End of the Line,2022,117 min,"Action, Horror, Thriller",8.3,"After the Purifier's death, Caetano is still haunted by dreams about the killer. In one of those dreams he sees the killer killing another girl, and the death actually occurred, how can he stop an assassin who is already dead.",Rui Constantino
tt16392762,The Party Slasher,2021,65 min,"Comedy, Horror",8.3,"Four people, lost on a camping trip, stumble upon a cabin in the woods that they can't seem to leave. It's when a fifth wanderer arrives that things get sinister.",Teddy Padilla
tt11108022,End Zone 2,1970,,Horror,8.3,"Fifteen years after the events of End Zone, Smash-Mouth is back to finish off the cheerleaders who killed his mother.",August Kane
tt11147976,The Horn,2020,,"Horror, Sci-Fi",8.3,"Professor Thompson commits murder after the chaos that occurred due to marriage. Kevin, an 8 month old who's left alone at the end, returns home after 57 years, as an elderly sex offender. ...                See full summary »",Sameera Wackwella
tt21418328,Apocalypse Unknown,2022,51 min,"Drama, Horror, Thriller",8.3,"A young man is abandoned by his family, and must navigate his way through a brand new, dangerous world.",Tristan Winchester
tt1339248,Aapthamitra,2004,100 min,"Drama, Horror, Thriller",8.3,"Ramesh and Ganga, a married couple, buy a palatial house, which is home to a vengeful spirit. When Ganga accidentally sets the spirit free, mysterious incidents start taking place in their household.",P. Vasu
tt15422588,Thuneri,2021,,"Horror, Thriller",8.3,Add a Plot,Sunil Dixon
tt13308864,Children of the Pines,2022,,"Drama, Horror, Thriller",8.3,A thriller anthology series featuring melodramatic stories tied to horrific consequences that could only be drawn up by the cosmos themselves.,Joshua Morgan
tt13459736,Fantasy,2022,99 min,"Drama, Horror, Thriller",8.3,"The story set in the backdrop of madikeri , The vindictive game of cat and mouse between akhil and Jennifer which ultimately blurs the line between fantasy and the reality in mind of the observer and the observed",Pavan Kumar .R.
tt7319494,Vettai Karuppar Ayya,2017,,Horror,8.3,Tamil and Sargent Kumar saving a family from a shaman (Tinaya). Both of them faced lots of hassles and danger while protecting them.,Amigoz Sugu
tt0297411,The Stoneman,2002,,"Action, Horror, Mystery",8.3,It all starts with the discovery of a mysterious mummy. Dr. Stevens brings the suspected missing-link's remains back to the United States. Soon the creature's body turns up missing and people are suddenly being brutally murdered.,Ewing Miles Brown
tt17134922,Padmashri,2022,151 min,"Crime, Horror, Thriller",8.3,"Arriving in Hyderabad, the four boys succeeded in carrying out the tasks entrusted to them. But they are in the same hostel where Dr. Padmashree committed suicide after losing her husband and children at the same time. Will they survive?",Patnaik
tt17522042,Aghora,2022,110 min,"Fantasy, Horror",8.3,Death is inevitable and no one ever knows how or when it will happen. Here are four people who are caught up in fate and are looking for. Will they cheat death?,N.S. Pramod Raj
tt14994886,The whammy,2020,61 min,Horror,8.3,Ahmed (Husband) beats his wife (Afreen) daily and locks her inside a small room and tie her with ropes Afreen accuses Ahmed being possessed by Jins. Then a Demonologist name Mustafa reaches...                See full summary »,Ips Gill
tt14549454,O Ammayi Crime Story,2021,129 min,Horror,8.3,Add a Plot,Surendra Reddy
tt6809132,The Abandoned II,2016,,"Crime, Drama, Horror",8.3,"Gamal AbuElhassan disappears in an abandoned palace by abnormal forces, his brother try to find him with the young author of horror stories and his friend, and they find out that this strange palace is possessed by evil powers.",Hossam Shady
tt15503170,The Ghosts of Somerville: Mrs. Micks,2021,46 min,Horror,8.3,"First in this film series of hauntings in this historic town. Found dead in her attic, eaten by her cats, Mrs. Micks makes her presence known to people living in her house, with witnesses' accounts and opinions by a psychic expert.",Brian Vadim
tt2083153,Carnage Hall,1988,75 min,Horror,8.3,"A mad killer is loose, preying on the residents of the coolest male dormitory ever.",John Harvey
tt1745649,1MC: Something of Vengeance,2010,85 min,"Comedy, Crime, Drama",8.3,"Sarah Volkova, (aka 1MC), returns to where it all began, with one thing in mind...revenge.",Martyn Park
tt6710618,South African Spook Hunter,2018,96 min,"Comedy, Horror",8.3,"South African Spook Hunter Matty Vans hires a film crew to document his paranormal ghost hunting business. Just as they tire of following him around to find no evidence of the paranormal, ...                See full summary »","Kathryn MacCorgarry Gray, 
Daniel Rands"
tt4448446,Zhigrana,2015,125 min,"Horror, Mystery, Thriller",8.3,"Christine Summers has been working in an NGO in Nepal for the past four years. Her boss assigns her to do a last mission in Ruku to collect information of the life outside of the cities, ...                See full summary »",Pasang Lama
tt13287064,Tales of a Scorpio's Stinger,2020,45 min,Horror,8.3,"If you hurt animals, Kiera will stop at nothing to make you pay.","Jason J Eliot, 
Trey Lindsay"
tt13376140,YOLO: The Horror Movie,2020,51 min,"Comedy, Horror",8.3,"In this genre bending sequel to YOLO: The Movie (2015), Edward and Jacob are confronted with life threatening threats, and dangerous dangers.",Dylan McKay
tt8668610,Teacher's Lounge,2019,,"Horror, Mystery, Thriller",8.3,New teachers must partake in a sadistic ritual on the first day of school. It provides one possible answer to the lifelong question: What really goes on behind those closed lounge doors?,Josh Mruz
tt7661556,Disociation,2018,122 min,"Comedy, Drama, Horror",8.3,"Emanuel Gil is having a crisis point, since he has not found inspiration for his next book. At the right moment, Dianne appears, and Emanuel believes he can find the inspiration needed to start up his new story.",Nicolás de Jesús
tt16024964,Attack of the Scarecrow from Mars,2021,,Horror,8.3,A bunch of emo kids fight a scarecrow from outer space while two investigators search for a missing baby.,Steven Reifsteck
tt3981396,The Forsaken Pages,2015,90 min,"Adventure, Drama, Horror",8.3,"Brothers Kassem and Sohail Baker deal with vampires, werewolves and other supernatural forces, while trying to cope with the past.",Kamran Ismail
tt15287766,RiffTrax Live: Amityville 4: The Evil Escapes,2021,120 min,"Comedy, Horror",8.3,"Join Bill, Mike and Kevin in theaters nationwide for the perfect Halloween treat-a night with Rifftrax Live and Amityville 4: The Evil Escapes.","Bill Corbett, 
Kevin Murphy, 
Michael J. Nelson"
tt0889217,El renacer,2006,47 min,Horror,8.3,"Three former students of a famous specialist in occult sciences are unexpectedly summoned to solve the enigma of Can Vianya, a gloomy 18th century ""masia"" or farmhouse, located in a remote,...                See full summary »",Andrés Ramos
tt4813182,Etazh No. 6,2013,50 min,"Horror, Thriller",8.3,Add a Plot,Dmitriy Lednev
tt10368582,Chinnada Gombe,2018,110 min,Horror,8.3,Add a Plot,Pankaj Baalan
tt1478868,Villa: Sons of the Holocaust,2009,80 min,"Drama, Horror, Thriller",8.3,Many of the Nazis still at liberty when in the 1950s nations closed books and turned over new leaves were hunted privately or publicly by Jewish vigilantes. Born in the shadow of murder and...                See full summary »,Calogero Venezia
tt0293697,Wapper,1975,,Horror,8.3,Great camp horror flick with stunningly primitive ideas and execution. An underground classic.,"William Gilfry, 
Todd Hughes, 
Tim Kirk"
tt0084787,The Thing,1982,109 min,"Horror, Mystery, Sci-Fi",8.2,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,John Carpenter
tt8239946,Tumbbad,2018,104 min,"Drama, Fantasy, Horror",8.2,A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,"Rahi Anil Barve, 
Anand Gandhi, 
Adesh Prasad"
tt2396224,It's Such a Beautiful Day,2012,62 min,"Animation, Comedy, Drama",8.2,"Bill struggles to put together his shattered psyche, in this new feature film version of Don Hertzfeldt's animated short film trilogy.",Don Hertzfeldt
tt12981538,Capra cu trei iezi,2022,83 min,"Horror, Thriller",8.2,"Secluded from the world, in XIX century rural Romania, a widow and mother of three must defend what's left of her family, at all costs, from an old family friend turned foe. Based on one of...                See full summary »",Victor Canache
tt1530535,Magnetic Rose,1995,45 min,"Animation, Drama, Horror",8.2,"""Magnetic Rose"" is about what happens when a deep space corporate freighter is called upon to investigate a distress signal from what ought to be a derelict space station. The space station...                See full summary »",Kôji Morimoto
tt23024514,Ballabhpurer Roopkotha,2022,136 min,"Comedy, Horror",8.2,King Bhupati Ray of Ballabhpur is almost bankrupt. He plans to sell off his dilapidated ancestral mansion to repay his debts. But the ghost of an ancestor decides to play spoilsport.,Anirban Bhattacharya
tt11416582,Amber Road,2022,,Horror,8.2,This is a horrific tale filled with twists and turns in a world where nothing is as it seems. A couple find themselves imprisoned by a serial killer driven by the demands and depravity of individuals finding a community on the dark web.,B. Luciano Barsuglia
tt4641882,Todd McFarlane's Spawn 3: The Ultimate Battle,1999,140 min,"Animation, Action, Drama",8.2,"As Spawn struggles to control his own destiny, he is caught between the forces of Heaven and Hell. Heaven has sent merciless angels to destroy him, while Hell has its own forces beckoning him to serve his rightful master.","Keith David, 
Richard Dysart, 
Dominique Jennings, 
James Keane"
tt6025212,Eyeless Jack: The Movie,2017,,"Comedy, Horror",8.2,Eyeless Jack's movie is a fan of 0 euro badge film based on Eyeless Jack's creepypasta.,Matteo Finozzi
tt15470434,My Inner Demon: A Geraldson Tale,2021,77 min,Horror,8.2,"While making a series of found footage videos, a pair of filmmakers accidentally summon an evil entity that becomes hellbent on destroying them.",Gerald Varga
tt18297438,Succuba,2022,,Horror,8.2,An evil presence attaches to a lonely widower who intends to guard it for as long as he can.,Jaron Lockridge
tt10869730,Pagan Peak VR,2019,45 min,"Horror, Thriller",8.2,A journey to the darkest corners of the human mind.,"Ioulia Isserlis, 
Max Sacker"
tt13408266,Secret Shadow,2020,82 min,"Horror, Thriller",8.2,"27 year old twin brothers Nathan and Robert live together. After admitting Nathan walked into the woods of danger, things get spooky when Nathan mentions statues appearing, bikes getting ...                See full summary »",Kilotile
tt10845704,Mang Kepweng: The Mystery of the Black Scarf,2020,101 min,"Comedy, Fantasy, Horror",8.2,"Determined to save the world from the evil plans of a powerful ""engkanto"" who has the magical black bandana, Mang Kepweng, together with his friends, embarks on an exciting adventure to ...                See full summary »",Topel Lee
tt2572042,Blood Drive: The Movie,2013,71 min,"Horror, Thriller",8.2,Isabella is a writer for an internet magazine called 'Blood Drive' which specializes in the supernatural-horror-vampire genre of scary stories. Her 'writing office' is the local bar where ...                See full summary »,Sophia Robbins
tt21062614,Tales from Middleton High,2022,70 min,Horror,8.2,A collection of terrifying tales from America's most haunted school - Middleton High.,Zach Lorkiewicz
tt1796580,Orr Eravuu,2010,,"Horror, Mystery, Thriller",8.2,A Paranormal Investigator's one night experience of his 19th and last case in a haunted house at Munnar.,"Haresh Narayan, 
Krishna Sekhar, 
K. Hari Shankar"
tt2231480,Dylan Dog: Il trillo del diavolo,2012,,"Action, Comedy, Drama",8.2,"""My name is Dylan Dog, I'm a nightmare inquiring, but lately I'm a failed ..."" so begins the new adventure of the beloved Old Boy, now exhausted and tormented by strange nightmares for ...                See full summary »",Roberto D'Antona
tt21882070,The IRIS Project,2022,235 min,"Horror, Sci-Fi",8.2,Add a Plot,Seán McLoughlin
tt7008038,Entrenchment,2020,,Horror,8.2,"When a killer creates a website giving the coordinates for where he's buried the bodies of his victims, it entices a group of college students in checking it out - and becoming his next victims.",Deven Parrish
tt18566948,Hell Van,2022,120 min,Horror,8.2,"Enthralled by his demon-possessed van, a volunteer firefighter opens the gates of Hell as a dying town is powerless to stop him.",Jorge Delarosa
tt8324754,An American Ghost Tail,2018,120 min,Horror,8.2,Two teenage girls Janie Hell Water and Victoria Lively (Chloe Klitus / Preslee Tucker) find themselves trapped in the afterlife by the presence of an old Indian ritual. When their killer ...                See full summary »,Shawn Welling
tt0472039,All Is Normal,2008,,"Drama, Horror, Thriller",8.2,"Janet (Brafa), a college drop-out who finds herself in a disturbing mixture of isolation, confusion, and murder when she takes a job as a house-sitter in an Appalachian mountain home to escape from her sadistic boyfriend.","Todd G. Bieber, 
Juliana Brafa"
tt15403536,The Unintended Sequel,2022,90 min,Horror,8.2,"Five former college friends are stalked one-by-one by a merciless, crazed maniac who is obsessed with making a sequel to their student film.",Donovan Farrow
tt6524276,Billy's Got a Bad Brain,2017,76 min,"Comedy, Horror, Sci-Fi",8.2,Billy's got a bad brain - and he's not afraid to use it.,Tony Gaud
tt2410638,Anima Sola,2015,70 min,"Horror, Mystery, Thriller",8.2,"The film is based in the Saint Anima Sola, Lonely Soul, present in several gospels of Christianity. Anima Sola represents the souls in purgatory that require the assistance of both the ...                See full summary »",Roberto Jabor
tt13892914,Jengka,2015,80 min,Horror,8.2,"It tells the story of Nini who is pregnant and asks her husband, Basir to send her back to her village in Jengka, Pahang to give birth to a child","Ramdan Che Hassan, 
Nyon Othman"
tt15758414,Sister,2021,69 min,Horror,8.2,A young nun is haunted by evil spirits.,Colin Denhart
tt3919096,Son of Frankenstein,1979,70 min,Horror,8.2,"The late Dr. Frankenstein's son returns to the ancestral estate in Germany, where he revives his father's infamous creation. Mayhem ensues.",Scott Allen Nollen
tt10744836,Aahvaan,2020,114 min,"Comedy, Horror",8.2,A group of boys and girls go to a forest for a fun picnic. They enjoy a lot but humans have very bad qualities like jealousy and greed which make them demons but they don't know that this is a forest.,Amrit Raj Thakur
tt2845434,Leolex,2013,64 min,Horror,8.2,An eccentric man mistakenly locks himself out of his apartment and wanders the streets at night without his medication.,"Doug Gerber, 
Caleb Pennypacker"
tt1218035,Nightlife,2008,82 min,"Comedy, Horror",8.2,Being a vampire kinda sucks. At least that's the premise of this mockumentary comedy in which a small film crew follows six of the undead in their night-to-night lives.,Timothy Sanderson
tt9211200,Project Dead Zone,2018,48 min,Horror,8.2,"Following a spike in paranormal activity at the Winchester Mystery House, Xfinity launched Project Dead Zone, a live paranormal investigation of the largest haunted house in the country. ...                See full summary »",Jason Zada
tt4186182,Take 2: The Audition,2015,110 min,Horror,8.2,"When 12 Actors embark on a journey through the woods on what they believe is a casting call for a multimillion dollar horror film, they soon find out that the cameras are rolling and they already got the role.",Rob Hawk
tt2629802,Fix It in Post,2014,106 min,"Adventure, Comedy, Horror",8.2,A filmmaker's guide to surviving the apocalypse,Christine Parker
tt6872670,Dark Ditties Presents 'Mrs Wiltshire',2018,67 min,Horror,8.2,"An elderly lady Mrs. Wiltshire is trapped in her house by the evil spirit of her deceased abusive husband. Despite her son Tony's pleads to leave with him, Mrs. Wiltshire is torn between ...                See full summary »","Neil Morris, 
Gary Smart"
tt3113632,Poltergays: Pesadija en lo profundo del recto,2013,46 min,"Comedy, Horror",8.2,"In 1981, the government financed a film Melman and Oyarbide with a message in favor of the Malvinas war. Finished, the filmmakers have to go into exile in Guatemala and the film was banned. Wes Craven make i over after seeing it.",Germán Magariños
tt4696666,The Friday Night Death Slot,2015,92 min,Horror,8.2,"The Friday Night Death Slot lampoons late night television in both horrific and comedic ways. Johnny Ghoulash is the host of the The Friday Night Death Slot, and is ever ready to serve up shorts, trailers, commercials and loads of fun.",John Migliore
tt0345536,Kung bakit dugo ang kulay ng gabi,1973,,Horror,8.2,Add a Plot,Celso Ad. Castillo
tt4415454,Kawan Aku Mati dalam Rumah Sewa,2014,84 min,"Comedy, Horror, Mystery",8.2,One of their friends accidentally died in their house by mistake. What are they gonna do with their friend's corpse?,Hashim Rejab
tt10892766,The Twilight Zone: A 60th Anniversary Celebration,2019,180 min,"Drama, Fantasy, Horror",8.2,Add a Plot,
tt3889962,Clown Shank,2014,79 min,"Comedy, Horror",8.2,"The life, the times, and the everyday struggles, of an average Joe that lost his way in life. Over the course of three days, the clown, AKA Anthony, just wants to get through the day ...                See full summary »",Anthony Gaudette
tt13449612,The Nightmare Returns: A CarrotKiller101 Movie,2020,99 min,"Animation, Horror",8.2,"As summer break begins, Arhold, Henry, and Stan are dealing with trouble, that is until they went to bed last night.. and each of them - are about to face - the worst nightmare yet..",Alex Parrish
tt1454723,The Lower Circle,2009,,"Fantasy, Horror, Sci-Fi",8.2,Add a Plot,"Luigi Scarcelli, 
Thomas Sibley"
tt2569736,IMagine,2013,76 min,"Horror, Mystery, Thriller",8.2,IMagine is a cavernous psychological erotic murder mystery with twists and spins that will force you to question your own imagination. Dr. Rachel Tuesday is an prominent well respected ...                See full summary »,DeWitt Jones
tt3097934,Cheeseballs,2014,87 min,"Comedy, Fantasy, Horror",8.2,"An anthology featuring the worst shorts you have ever seen. Shorts featured are The Pizza Who Rapes People 1-3, Cocksucker the Movie, Ungabunga, and The Fantastical Banana Spider Hero Boy.","Tom Martino, 
Matt Rogers"
tt2388781,The Prospector's Curse,2012,93 min,Horror,8.2,"Two criminals disrespect the dying wishes of an old Prospector, and must face the horrific consequences for their sinful ways.",Josh Heisie
tt3188402,Sphere of Fear,2014,135 min,"Comedy, Fantasy, Horror",8.2,"A possessed football is killing people. Dylan Davis, with the help of a hot goth chick, must avenge his brother's death by the football and kill it before it falls into the mercenary hands of the mysterious hunter.",John Mitchell
tt1980971,Ghosts of Old Shanghai,2011,91 min,"Horror, Thriller",8.2,"Ghosts of Old Shanghai is a Horror/Thriller film with elements of Chinese mythology, history, comedy, and martial arts. Set against the compelling backdrop of modern Shanghai, it's an ...                See full summary »",Eric Heise
tt0070047,The Exorcist,1973,122 min,Horror,8.1,"When a teenage girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her daughter.",William Friedkin
tt20249418,Romancham,2023,130 min,"Comedy, Horror",8.1,Based on real incidents that happened in the life of 7 bachelors in Bangalore in 2007 after playing the Ouija board and events followed by it.,Jithu Madhavan
tt13309170,Influencer,2022,92 min,"Horror, Mystery, Thriller",8.1,"While struggling on a solo backpacking trip in Thailand, social media influencer Madison meets CW, who travels with ease and shows her a more uninhibited way of living, but CW's interest in her takes a darker turn.",Kurtis David Harder
tt0046911,Diabolique,1955,117 min,"Crime, Drama, Horror",8.1,The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.,Henri-Georges Clouzot
tt23572542,My Animal,2023,100 min,"Horror, Romance",8.1,"Heather, an outcast teenage goalie, falls for newcomer Jonny, an alluring but tormented figure skater. As their relationship deepens, Heather's growing desires clash with her darkest secret, forcing her to control the animal within.",Jacqueline Castel
tt2478478,Dreams of Darkness,2023,81 min,"Horror, Thriller",8.1,"Devastated by the disappearance of his wife, Derek Fabry enters a nightmarish world of the occult, erotic evil, and supernatural seduction as he tries to unravel the mystery of her vanishing.",Nikolai Malden
tt0016847,Faust,1926,107 min,"Drama, Fantasy, Horror",8.1,The demon Mephisto wagers with God that he can corrupt a mortal man's soul.,F.W. Murnau
tt0087123,Strangler vs. Strangler,1984,96 min,"Comedy, Crime, Horror",8.1,"A mentally-disturbed flower seller starts killing young girls on the streets of Belgrade. While the frustrated police inspector is trying to stop him, an aspiring musician finds his life and work deeply intertwined with that of a killer.",Slobodan Sijan
tt5061126,Rocky Horror Show Live,2015,106 min,"Comedy, Horror, Musical",8.1,"A live stage production of the musical, filmed at the Playhouse Theatre in London, commemorating the 40th anniversary of the release of The Rocky Horror Picture Show (1975).",Christopher Luscombe
tt2351177,Bhooter Bhabishyat,2012,123 min,"Comedy, Fantasy, Horror",8.1,"A rib-tickling comedy about a group of spirits who, in their various idiosyncrasies, try and save their only haunt, their resting place, when some unscrupulous builders try and break it down to build a modern monstrosity.",Anik Datta
tt11120378,The Once and Future Smash,2022,,"Comedy, Horror",8.1,"In 1970, Mikey and William both portrayed football cannibal Smash-Mouth in the influential cult hit, End Zone 2. Now, 50 years later, only one can wear the mask.","Sophia Cacciola, 
Michael J. Epstein"
tt22940988,Ribspreader,2022,90 min,Horror,8.1,"In the depraved depths of Murder City comes Ribspreader. A crazed maniac on a bloody crusade hellbent on wiping out smokers. In a city of killers, freaks and perverts, a turf war for victims explodes!",Dick Dale
tt0451638,Ang babaeng nawawala sa sarili,1989,127 min,"Horror, Romance",8.1,"WITH HER DEVIANT SEXUAL BEHAVIOR, OLIVIA, A NYMPHOMANIAC, COMPROMISES THE REPUTATION OF ALBINA WHO RESEMBLES HER.",Eddie Rodriguez
tt0083275,Variola Vera,1982,110 min,"Drama, History, Horror",8.1,This is a true story of the famous Variola epidemic outbreak in Belgrade.,Goran Markovic
tt8714776,The Haunted House: The Secret of the Cave,2018,68 min,"Animation, Adventure, Comedy",8.1,"Hari and Duri are a sister and brother living in the Shinbi apartment complex, which is more than a hundred years old. Living with them is a 102-year-old goblin named Shinbi.","Kim Byeong-gab, 
Jack Cox"
tt4050462,World of Death,2016,142 min,"Comedy, Horror, Sci-Fi",8.1,Death has no borders.,"Allan Harvey, 
Brian Lockyer, 
Steven Payne, 
K. Pervaiz, 
Ruben Rodriguez, 
Richard S. Sargent, 
Daniel Tripod, 
Doug Turner, 
Chris Wells, 
Steven Bray, 
Ferran Brooks, 
J.D. Brown, 
Dimitri Castiglioni, 
Satinder Chumber, 
Melanie Coleman, 
David M. Dawson, 
Curt Dennis, 
Kate Fagan, 
Dan Fisk, 
Shane Free, 
L.M. Harter, 
William Higo, 
A Normale Jef, 
Gus Krieger, 
Michael Kyne, 
Patrick Langille, 
Evan Marlowe, 
Maude Michaud, 
Steven Hugh Nelson, 
Thom Newell, 
James Raynor, 
Patrick Rea, 
Gavin Rye, 
Liz Salvato, 
Pedro Santasmarinas, 
Mark Scheetz, 
Craig Stewart, 
John Stewart, 
Ray Sullivan, 
Jason Wright, 
Rubel Rafael Ahmed, 
Frank Appache, 
Zeke Arredondo, 
Mark J. Blackman, 
David Bornstein, 
Norman Bosse-Platière, 
Louis Bottino, 
Bobby Browne, 
Bo! Campbell, 
Paul Campion, 
Félix Catala, 
James Chappell, 
Jeff Chitty, 
Josh Cook, 
Trevor Davies, 
Adrian G. de la Peña, 
Victor Druillet, 
Jay Wade Edwards, 
N. Andrew Elliot, 
James Farris, 
Matt Groves, 
Rosco Guerrero, 
Graham Hart, 
Chris Hebert, 
Brandon Hunt, 
Patrick Irving, 
Ryan Henry Knight, 
M.J. Koleszar, 
José Pedro Lopes, 
Dominic Mendez, 
Peter Murfet, 
Corey Norman, 
Lex Ortega, 
Craig Ouellette, 
David Royal, 
Shane Ryan-Reid, 
Rob Sales, 
Gav Chuckie Steel, 
Matt Stuertz, 
Timothy Thomas, 
Oliver Tietgen, 
R.J. Wilson, 
Jordan Wippell, 
Travis Zariwny"
tt17500254,The Reaper Man,2023,,Horror,8.1,A grieving wife summons a dark spirit with an insatiable desire for revenge.,Jaron Lockridge
tt15090702,Nikocado Avocado & Orlin Home - The Movie,2020,91 min,"Comedy, Drama, Horror",8.1,"Nick, shirtless, approaches Orlin, eating a heaping amount of McChickens. ""What a hot bod."" ""Eat me like you eat that McChicken""",Nikocado Avocado
tt11880904,Isha,2020,118 min,"Drama, Horror",8.1,"The ghost of Isha, who was murdered by a few powerful men, possesses the body of a girl in a family that moves to a hill station bungalow. Isha is out there to take vengeance.",Jose Thomas
tt15521168,Jack Hunter's Blamed,2022,75 min,Horror,8.1,"Wrongly accused man fights to clear his name and uncover the real killer, as 'Damaged' streams it live on dark web in BLAMED.","Dann Eudy, 
Jack Hunter II, 
Jeff Roberts"
tt3816908,Inimigo Desconhecido: Enemy Unknown,2020,95 min,"Action, Horror, Sci-Fi",8.1,"A group of mercenaries, goes on a rescue mission to save a group of soldiers in enemy lines, but when they get there, they find something never seen before, now they must join forces to survive this hellish nightmare.",Rui Constantino
tt5870952,Raw Trip,2016,,"Action, Horror, Thriller",8.1,"Two foreigners decide to take a trip. On the way, they come across a Sheriff. The terror begins.",Antonis Mandranis
tt2360430,RiffTrax Live: Birdemic - Shock and Terror,2012,110 min,"Comedy, Horror",8.1,The Rifftrax guys riff the shockingly bad movie Birdemic: Shock and Terror,"Alan Bagh, 
Bill Corbett, 
Kevin Murphy, 
Michael J. Nelson"
tt0296898,Titus Andronicus,2000,167 min,"Drama, Horror",8.1,A modern telling of William Shakespeare's darkest drama set against the backdrop of a corporate Rome.,Richard Griffin
tt0393061,At Night with No Curtains,2004,88 min,"Drama, Horror",8.1,Five teenagers set out to explore the grisly legend of a local plantation home.,Ian Hayes Brett
tt8541250,Aparichita,1978,139 min,"Horror, Mystery, Thriller",8.1,"Prakash, a story writer, goes to a mysterious village to find his missing business partner. However, things take a turn for the worse after he learns that his partner has been murdered.",Kashinath
tt13826620,The Truth,2020,104 min,"Horror, Mystery",8.1,"After the mysterious death of a young man his autopsy reveals a jump drive in his stomach. It contained footage that goes back six months before his death and was title ""The Truth.""",Luykis Wamhoff
tt11962916,Blood Mixed,2019,,"Action, Horror, Sci-Fi",8.1,Our hero is cursed with immortality and the ability to see the dead. His only cure is to find the living descendants of his former slave master for answers.,Mahaliel Bethea
tt6180656,The Trap,2017,,"Drama, Horror, Mystery",8.1,"A student with the help of a friend in order to pass a psychology exam project for University, they meet up with a woman who can be useful but face the consequences.",Kris Sinioras
tt4824378,Vere Vazhi Ille,2015,,"Comedy, Horror",8.1,"Surya is an easygoing laidback guy who constantly switches jobs. One day, he accepts a job from his former employer at a security agency, who offers him RM3,000 for a 2-day and 1-night job ...                See full summary »",M.S. Prem Nath
tt7168452,Halloween: The Return of Laurie Strode,2017,,Horror,8.1,"After killing her brother once and for all, Laurie Strode, and her son John, return to Haddonfield, Illinois for an emotional reunion.",
tt12211638,Kathah Vichitrah,2017,,"Horror, Mystery",8.1,"Sana, a young girl, about to be married to Karan, a businessman. One night, when Sana is home alone, she feels the presence of a supernatural power around her. The story takes a twist when ...                See full summary »",Anup Antony
tt1479220,E.T. is Estong Tutong,1983,,"Comedy, Horror",8.1,Estong (Chiquito) was living a simple life when Teresa (Pia Moran) came. Teresa under his custody was at first easy until the reality about her true identity drove both of them to a world ...                See full summary »,Angel Labra
tt4282670,Feast,2014,,Horror,8.1,A group of savage cannibal brothers must change their survival plan when one of their victims turns out to be smarter than they are.,"Timothy Van Mieghem, 
Nathan Waters"
tt4270046,The Crocodile,2005,120 min,"Action, Adventure, Horror",8.1,"After a series of deadly crocodile attacks, a farmer decides to become a crocodile hunter.",Mao Ayom
tt2195474,Misogyny,2012,94 min,"Horror, Thriller",8.1,A young man is forever altered by the women life puts in his path.,Robert Berg
tt0213512,Bhargavi Nilayam,1964,175 min,Horror,8.1,An enthusiastic and talented novelist (Madhu) comes to stay in a desolate mansion named Bhargavi Nilayam. The novelist and his servant Cheriya Pareekkanni (Adoor Bhasi) experience the ...                See full summary »,A. Vincent
tt3515792,CU Soon,2018,90 min,"Horror, Thriller",8.1,"Haunted by a single text message, a young woman must confront her dark past, to discover the truth behind a series of recurring nightmares.","Lizbeth Chappell, 
Wayne Lin, 
Josue Lopez, 
Jared Towler"
tt16293944,The Best of the Lads 2021,2021,50 min,"Action, Adventure, Comedy",8.1,The Best Of The Lads 2021 is the epic finale to the Pavilion Saga. With all collections and Modict videos released in 2021 all coming together to make the biggest and most ambitious collection to date.,Jack Vickers
tt1402530,Na Ninna Bidalare,1979,127 min,"Drama, Horror",8.1,"Krishna refuses to accept Kamini's love for him. But when Kamini dies and her ghost possesses Krishna, his wife Gayatri tries to save him from this situation",Vijay
tt0408209,Spook,2003,88 min,"Drama, Horror, Thriller",8.1,About Canada's secret involvement in the Vietnam War.,Barry W. Levy
